Date;Heure;Time;Biomasse;Gaz;Charbon;Fioul;Hydraulique STEP;Hydraulique fil de l'eau / éclusée;Hydraulique lacs;Nucléaire;Solaire;Déchets;Éolien terrestre;Total
1/1/2020;00:00;43831 00:00-01:00;347;6483;44;195;253;6139;2637;49003;0;217;3361;68679
1/1/2020;01:00;43831 01:00-02:00;348;5576;44;203;374;5920;2359;49462;0;216;2810;67312
1/1/2020;02:00;43831 02:00-03:00;347;4257;44;203;-95;5793;1765;49565;0;216;2655;64750
1/1/2020;03:00;43831 03:00-04:00;348;2874;44;201;-868;5559;1296;49580;0;217;2736;61987
1/1/2020;04:00;43831 04:00-05:00;348;2823;44;200;-2443;5400;960;49271;0;217;2631;59451
1/1/2020;05:00;43831 05:00-06:00;347;2834;44;200;-3349;5347;940;49438;0;218;2533;58552
1/1/2020;06:00;43831 06:00-07:00;348;2841;44;200;-3053;5224;986;49542;0;217;2341;58690
1/1/2020;07:00;43831 07:00-08:00;348;2994;42;200;-3326;5226;985;49289;0;218;2185;58161
1/1/2020;08:00;43831 08:00-09:00;349;3061;42;200;-3431;5345;935;48860;175;217;1917;57670
1/1/2020;09:00;43831 09:00-10:00;349;3345;42;200;-3355;5444;784;48797;640;217;1694;58157
1/1/2020;10:00;43831 10:00-11:00;349;3446;44;203;-3222;5446;1036;48703;1464;216;1623;59308
1/1/2020;11:00;43831 11:00-12:00;348;3547;44;204;-2684;5367;1095;48751;2100;218;1578;60568
1/1/2020;12:00;43831 12:00-13:00;349;3593;45;204;-1845;5399;1464;49217;2426;217;1356;62425
1/1/2020;13:00;43831 13:00-14:00;348;3573;44;204;-1717;5444;1743;49196;2354;215;1098;62502
1/1/2020;14:00;43831 14:00-15:00;347;3708;45;204;-1312;5389;1499;48992;1875;215;997;61959
1/1/2020;15:00;43831 15:00-16:00;348;4236;44;204;-473;5479;1964;49061;1038;215;1006;63122
1/1/2020;16:00;43831 16:00-17:00;348;5150;44;204;377;5896;3032;49333;330;215;1050;65979
1/1/2020;17:00;43831 17:00-18:00;348;6041;44;204;851;6176;3314;49727;131;213;1089;68138
1/1/2020;18:00;43831 18:00-19:00;345;6803;44;204;1312;6413;3483;50117;0;214;1199;70134
1/1/2020;19:00;43831 19:00-20:00;345;7192;44;204;1168;6591;3206;50313;0;213;1288;70564
1/1/2020;20:00;43831 20:00-21:00;345;7184;44;204;953;6486;2565;49956;0;213;1339;69289
1/1/2020;21:00;43831 21:00-22:00;345;6987;44;203;951;6153;2092;50259;0;213;1318;68565
1/1/2020;22:00;43831 22:00-23:00;344;6760;44;203;974;6026;2067;50052;0;212;1249;67931
1/1/2020;23:00;43831 23:00-24:00;342;6138;44;203;151;5797;1785;49707;0;211;1250;65628
2/1/2020;00:00;43832 00:00-01:00;340;5646;44;203;-959;5376;972;49707;0;213;1317;62859
2/1/2020;01:00;43832 01:00-02:00;341;5305;44;203;-2269;5154;731;49501;0;214;1417;60641
2/1/2020;02:00;43832 02:00-03:00;342;5276;44;203;-3151;5075;714;49315;0;214;1465;59497
2/1/2020;03:00;43832 03:00-04:00;342;5019;44;201;-3675;5113;730;49138;0;214;1579;58705
2/1/2020;04:00;43832 04:00-05:00;342;5030;44;200;-3732;5174;767;49223;0;216;1646;58910
2/1/2020;05:00;43832 05:00-06:00;342;5128;44;200;-3721;5217;970;49512;0;213;1738;59643
2/1/2020;06:00;43832 06:00-07:00;342;6708;44;203;-1662;5533;1378;49780;0;212;1849;64387
2/1/2020;07:00;43832 07:00-08:00;344;7462;44;204;-95;5946;1800;49924;0;213;1965;67807
2/1/2020;08:00;43832 08:00-09:00;341;7859;44;204;504;5993;2339;50174;161;216;2138;69973
2/1/2020;09:00;43832 09:00-10:00;341;8298;44;204;1245;6236;3196;50212;568;215;2350;72909
2/1/2020;10:00;43832 10:00-11:00;341;8408;44;203;1311;6427;3366;50376;1508;210;2521;74715
2/1/2020;11:00;43832 11:00-12:00;342;8354;44;204;975;6445;3619;50424;2006;211;2653;75277
2/1/2020;12:00;43832 12:00-13:00;341;8312;44;204;1608;6489;3985;50426;2268;213;2770;76660
2/1/2020;13:00;43832 13:00-14:00;341;8239;44;204;1637;6396;3917;50407;2108;214;2907;76414
2/1/2020;14:00;43832 14:00-15:00;341;8236;44;204;1075;6243;3759;50383;1696;214;3055;75250
2/1/2020;15:00;43832 15:00-16:00;342;7981;44;204;898;6316;3932;50415;1010;214;3310;74666
2/1/2020;16:00;43832 16:00-17:00;345;7908;44;204;524;6488;3505;50491;392;214;3787;73902
2/1/2020;17:00;43832 17:00-18:00;344;8162;44;204;1340;6796;3730;50639;132;216;4378;75985
2/1/2020;18:00;43832 18:00-19:00;344;8224;44;204;1503;6935;3940;50702;0;217;4844;76957
2/1/2020;19:00;43832 19:00-20:00;344;8258;44;204;1190;6693;3858;50639;0;218;5471;76919
2/1/2020;20:00;43832 20:00-21:00;342;8021;44;203;419;6341;3136;50409;0;217;5963;75095
2/1/2020;21:00;43832 21:00-22:00;342;7322;44;204;-403;5915;1727;50185;0;218;6244;71798
2/1/2020;22:00;43832 22:00-23:00;342;6834;44;203;-466;5623;1515;50258;0;218;6233;70804
2/1/2020;23:00;43832 23:00-24:00;341;6216;44;203;-12;5520;1455;50182;0;218;6272;70439
3/1/2020;00:00;43833 00:00-01:00;342;4169;44;203;-1032;5321;999;49394;0;218;6594;66252
3/1/2020;01:00;43833 01:00-02:00;335;3917;44;200;-2302;5097;780;48586;0;218;6747;63622
3/1/2020;02:00;43833 02:00-03:00;332;3715;44;200;-2796;4855;624;48046;0;218;6868;62106
3/1/2020;03:00;43833 03:00-04:00;332;3735;45;201;-3355;4820;650;47389;0;219;7155;61191
3/1/2020;04:00;43833 04:00-05:00;330;3670;44;201;-3413;4863;512;47272;0;219;7501;61199
3/1/2020;05:00;43833 05:00-06:00;331;3778;44;201;-3379;4892;493;47476;0;218;7670;61724
3/1/2020;06:00;43833 06:00-07:00;331;4499;44;203;-2665;4984;674;48445;0;218;7808;64541
3/1/2020;07:00;43833 07:00-08:00;329;6234;51;203;-1460;5378;1699;49435;0;216;8150;70235
3/1/2020;08:00;43833 08:00-09:00;329;7323;44;204;-979;5700;2345;49590;158;217;8255;73186
3/1/2020;09:00;43833 09:00-10:00;332;7650;42;204;-177;5992;2582;49745;496;218;7894;74978
3/1/2020;10:00;43833 10:00-11:00;332;7575;42;204;387;6124;2346;49695;1091;217;7808;75821
3/1/2020;11:00;43833 11:00-12:00;332;6986;42;204;458;6119;2094;49703;1523;218;7892;75571
3/1/2020;12:00;43833 12:00-13:00;332;7153;45;204;527;6032;2444;49317;1763;217;8130;76164
3/1/2020;13:00;43833 13:00-14:00;330;7397;45;204;678;5823;1982;48883;1675;219;8020;75256
3/1/2020;14:00;43833 14:00-15:00;330;7591;45;204;854;5633;1931;48970;1311;218;7498;74585
3/1/2020;15:00;43833 15:00-16:00;331;7924;45;203;198;5560;1705;48964;753;218;6801;72702
3/1/2020;16:00;43833 16:00-17:00;329;7962;47;204;372;5769;1433;49076;328;218;6001;71739
3/1/2020;17:00;43833 17:00-18:00;326;8293;49;204;1440;6148;3158;49338;139;220;5652;74967
3/1/2020;18:00;43833 18:00-19:00;326;8345;49;204;1813;6570;3409;49401;0;220;5497;75834
3/1/2020;19:00;43833 19:00-20:00;330;8187;48;204;1584;6641;3252;49436;0;220;5101;75003
3/1/2020;20:00;43833 20:00-21:00;332;7892;48;203;857;6128;2572;48630;0;220;4625;71507
3/1/2020;21:00;43833 21:00-22:00;332;7326;48;204;-20;5747;1472;48809;0;219;4134;68271
3/1/2020;22:00;43833 22:00-23:00;333;6976;48;203;-54;5691;1496;49336;0;221;3877;68127
3/1/2020;23:00;43833 23:00-24:00;332;6092;48;203;314;5462;1963;48380;0;222;3573;66589
4/1/2020;00:00;43834 00:00-01:00;328;5238;49;201;-293;5233;1453;47177;0;221;3229;62836
4/1/2020;01:00;43834 01:00-02:00;330;4962;49;201;-1695;4781;790;46731;0;221;3155;59525
4/1/2020;02:00;43834 02:00-03:00;331;4695;49;202;-2958;4631;768;46980;0;220;3127;58045
4/1/2020;03:00;43834 03:00-04:00;332;4452;48;202;-3612;4573;693;47054;0;220;3052;57014
4/1/2020;04:00;43834 04:00-05:00;333;4187;48;202;-3626;4537;625;46680;0;221;3120;56327
4/1/2020;05:00;43834 05:00-06:00;332;4266;49;201;-3462;4620;619;46705;0;219;3042;56591
4/1/2020;06:00;43834 06:00-07:00;331;4622;48;202;-2877;4727;889;47286;0;217;3067;58512
4/1/2020;07:00;43834 07:00-08:00;333;5287;48;201;-2528;4856;858;48091;0;217;3043;60406
4/1/2020;08:00;43834 08:00-09:00;332;5955;48;201;-1299;5071;1289;48169;178;217;3131;63292
4/1/2020;09:00;43834 09:00-10:00;331;6217;46;201;-380;5383;1869;48280;652;216;3370;66185
4/1/2020;10:00;43834 10:00-11:00;329;6544;48;201;145;5448;2355;48536;1497;216;3512;68831
4/1/2020;11:00;43834 11:00-12:00;333;6501;48;201;-355;5348;2286;48395;2269;216;3439;68681
4/1/2020;12:00;43834 12:00-13:00;333;6616;49;202;-221;5051;2227;48277;2734;215;3409;68892
4/1/2020;13:00;43834 13:00-14:00;332;6538;49;201;-304;4883;1662;48339;2680;211;3692;68283
4/1/2020;14:00;43834 14:00-15:00;333;6353;49;202;-369;4787;1217;48122;2284;211;3716;66905
4/1/2020;15:00;43834 15:00-16:00;332;6596;48;202;108;4760;1354;47788;1465;213;3435;66301
4/1/2020;16:00;43834 16:00-17:00;332;6921;49;201;448;4888;1563;47834;557;212;3058;66063
4/1/2020;17:00;43834 17:00-18:00;332;7386;48;202;761;5440;3018;48350;139;213;2924;68813
4/1/2020;18:00;43834 18:00-19:00;330;7604;48;202;1474;5868;3346;49274;0;214;2866;71226
4/1/2020;19:00;43834 19:00-20:00;331;7595;48;202;1881;6102;3152;49294;0;214;2835;71654
4/1/2020;20:00;43834 20:00-21:00;332;7368;48;202;1018;5678;2604;49171;0;213;2691;69325
4/1/2020;21:00;43834 21:00-22:00;332;6820;48;202;373;5400;1726;49292;0;213;2467;66873
4/1/2020;22:00;43834 22:00-23:00;332;6931;48;202;635;5293;1808;49267;0;213;2189;66918
4/1/2020;23:00;43834 23:00-24:00;332;7164;48;201;749;5041;1683;49142;0;214;2043;66617
5/1/2020;00:00;43835 00:00-01:00;334;6809;48;201;0;4826;1338;48958;0;214;1915;64643
5/1/2020;01:00;43835 01:00-02:00;333;6346;48;202;-1130;4730;771;48714;0;213;1859;62086
5/1/2020;02:00;43835 02:00-03:00;333;6304;48;201;-1998;4479;527;48977;0;213;1807;60891
5/1/2020;03:00;43835 03:00-04:00;332;6146;48;201;-3101;4247;257;48714;0;214;1887;58945
5/1/2020;04:00;43835 04:00-05:00;331;6131;48;201;-3561;4069;259;48808;0;214;1930;58430
5/1/2020;05:00;43835 05:00-06:00;331;6123;48;201;-3545;3960;265;48795;0;213;1890;58281
5/1/2020;06:00;43835 06:00-07:00;333;6212;48;202;-3240;3981;193;48860;0;213;1811;58613
5/1/2020;07:00;43835 07:00-08:00;333;6469;48;202;-2573;4245;258;49036;0;212;1832;60062
5/1/2020;08:00;43835 08:00-09:00;333;6483;48;202;-1355;4434;496;49161;181;213;1865;62061
5/1/2020;09:00;43835 09:00-10:00;332;6523;47;201;208;4653;1234;48940;820;213;1915;65086
5/1/2020;10:00;43835 10:00-11:00;332;6719;47;201;292;4754;1543;49539;2067;213;1856;67563
5/1/2020;11:00;43835 11:00-12:00;332;7166;44;202;329;4821;1829;49912;3045;213;1556;69449
5/1/2020;12:00;43835 12:00-13:00;332;7509;43;202;519;4742;2268;50022;3506;213;1439;70795
5/1/2020;13:00;43835 13:00-14:00;330;7429;43;202;806;4615;2558;50142;3504;212;1369;71210
5/1/2020;14:00;43835 14:00-15:00;329;7202;42;202;805;4594;1642;50262;3056;212;1280;69626
5/1/2020;15:00;43835 15:00-16:00;332;7243;40;202;469;4518;1273;49998;2032;212;1261;67580
5/1/2020;16:00;43835 16:00-17:00;331;7381;31;202;398;4730;2025;50219;746;213;1175;67451
5/1/2020;17:00;43835 17:00-18:00;331;7938;28;202;926;5139;3223;51198;149;213;1272;70619
5/1/2020;18:00;43835 18:00-19:00;328;8122;31;202;1831;5815;4292;51553;0;211;1577;73962
5/1/2020;19:00;43835 19:00-20:00;327;8168;28;202;1895;6087;4574;51240;0;213;1728;74462
5/1/2020;20:00;43835 20:00-21:00;328;8107;31;201;946;5920;3482;50986;0;213;1792;72006
5/1/2020;21:00;43835 21:00-22:00;328;7932;29;201;623;5567;2399;50845;0;214;1872;70010
5/1/2020;22:00;43835 22:00-23:00;330;7818;28;201;482;5191;2037;50626;0;214;1967;68894
5/1/2020;23:00;43835 23:00-24:00;330;7724;26;201;449;4713;1430;50671;0;213;2064;67821
6/1/2020;00:00;43836 00:00-01:00;330;5913;24;201;65;4259;706;50385;0;214;2093;64190
6/1/2020;01:00;43836 01:00-02:00;330;4974;26;201;-1112;4065;638;50108;0;214;2238;61682
6/1/2020;02:00;43836 02:00-03:00;331;4774;25;201;-2493;3967;391;50204;0;211;2291;59902
6/1/2020;03:00;43836 03:00-04:00;330;4275;16;198;-3692;3907;323;50793;0;206;2285;58641
6/1/2020;04:00;43836 04:00-05:00;332;4276;-3;198;-3809;3904;385;51096;0;205;2341;58925
6/1/2020;05:00;43836 05:00-06:00;332;4872;7;199;-3563;3924;684;51092;0;203;2605;60355
6/1/2020;06:00;43836 06:00-07:00;333;6803;0;202;-1763;4199;1638;51645;0;203;2947;66207
6/1/2020;07:00;43836 07:00-08:00;333;7759;-16;201;-199;4839;2949;51653;0;205;3437;71161
6/1/2020;08:00;43836 08:00-09:00;334;7999;-4;488;332;5427;3038;51780;177;208;4020;73799
6/1/2020;09:00;43836 09:00-10:00;332;8139;40;811;776;5657;2706;51774;749;209;4569;75762
6/1/2020;10:00;43836 10:00-11:00;334;8236;250;814;478;5627;3115;51914;1899;209;4373;77249
6/1/2020;11:00;43836 11:00-12:00;333;8247;328;288;279;5483;3017;52046;2877;210;3886;76994
6/1/2020;12:00;43836 12:00-13:00;334;8087;306;201;147;5182;3030;52138;3326;212;3536;76499
6/1/2020;13:00;43836 13:00-14:00;333;8130;327;202;73;4956;2628;52408;3272;209;3379;75917
6/1/2020;14:00;43836 14:00-15:00;332;8117;352;202;48;4650;2158;52586;2758;210;3302;74715
6/1/2020;15:00;43836 15:00-16:00;333;8210;374;202;82;4811;2298;52554;1706;210;3225;74005
6/1/2020;16:00;43836 16:00-17:00;333;8185;339;202;194;5016;2549;52563;568;209;3655;73813
6/1/2020;17:00;43836 17:00-18:00;333;8456;213;201;1158;5714;3737;52587;138;214;4521;77272
6/1/2020;18:00;43836 18:00-19:00;333;8457;14;202;1972;6196;5540;52478;0;216;4850;80258
6/1/2020;19:00;43836 19:00-20:00;332;8439;7;201;2922;6487;5253;52368;0;216;5074;81299
6/1/2020;20:00;43836 20:00-21:00;333;8344;11;201;1626;6386;3482;52308;0;215;5690;78596
6/1/2020;21:00;43836 21:00-22:00;333;8143;11;201;349;5859;2366;52306;0;217;5867;75652
6/1/2020;22:00;43836 22:00-23:00;334;8064;17;201;333;5451;1736;52359;0;222;5415;74132
6/1/2020;23:00;43836 23:00-24:00;334;8067;17;201;446;5065;1437;52041;0;221;5286;73115
7/1/2020;00:00;43837 00:00-01:00;333;7003;22;201;-757;4371;1093;51727;0;221;4916;69130
7/1/2020;01:00;43837 01:00-02:00;332;6484;43;200;-2504;4148;856;51320;0;221;4683;65783
7/1/2020;02:00;43837 02:00-03:00;333;6243;44;200;-2908;4070;752;51011;0;220;4131;64096
7/1/2020;03:00;43837 03:00-04:00;333;6055;44;197;-3098;3945;617;50617;0;221;3718;62649
7/1/2020;04:00;43837 04:00-05:00;333;5854;45;197;-3245;3966;728;50210;0;222;3421;61731
7/1/2020;05:00;43837 05:00-06:00;333;6893;45;197;-3008;4117;939;50940;0;217;3176;63849
7/1/2020;06:00;43837 06:00-07:00;334;8207;44;200;-1281;4661;1937;51745;0;220;3041;69108
7/1/2020;07:00;43837 07:00-08:00;335;8414;44;200;1352;5515;4392;52005;0;219;2900;75376
7/1/2020;08:00;43837 08:00-09:00;333;8376;45;201;2416;6177;5619;52064;164;221;2953;78569
7/1/2020;09:00;43837 09:00-10:00;332;8414;45;201;2730;6494;5396;52106;465;221;2941;79345
7/1/2020;10:00;43837 10:00-11:00;332;8442;45;201;2902;6468;5385;52150;1049;221;2915;80110
7/1/2020;11:00;43837 11:00-12:00;333;8376;45;200;2665;6342;5188;52210;1549;222;2899;80029
7/1/2020;12:00;43837 12:00-13:00;333;8293;44;201;2372;6078;4870;52298;1937;221;2995;79642
7/1/2020;13:00;43837 13:00-14:00;333;8335;45;201;1566;5837;4374;52246;2033;221;3077;78268
7/1/2020;14:00;43837 14:00-15:00;332;8389;44;201;1050;5439;4248;52207;1681;219;3227;77037
7/1/2020;15:00;43837 15:00-16:00;333;8418;45;201;718;5330;4165;52216;985;221;3539;76171
7/1/2020;16:00;43837 16:00-17:00;330;8405;45;201;624;5551;4128;52247;400;220;3833;75984
7/1/2020;17:00;43837 17:00-18:00;331;8397;45;201;1127;6037;4303;52063;170;220;4277;77171
7/1/2020;18:00;43837 18:00-19:00;332;8528;45;201;1735;6354;4281;52518;0;220;4696;78910
7/1/2020;19:00;43837 19:00-20:00;333;8497;45;201;1533;6397;3617;52610;0;222;5149;78604
7/1/2020;20:00;43837 20:00-21:00;332;8161;45;201;568;6025;3382;52370;0;220;5252;76556
7/1/2020;21:00;43837 21:00-22:00;333;7366;45;197;-466;5388;2119;52396;0;219;5187;72784
7/1/2020;22:00;43837 22:00-23:00;333;6699;45;197;-807;5039;1865;52297;0;217;5184;71069
7/1/2020;23:00;43837 23:00-24:00;332;6045;45;197;-1021;4792;2103;52359;0;217;5253;70322
8/1/2020;00:00;43838 00:00-01:00;332;4780;45;197;-2080;4397;1603;52109;0;221;5380;66984
8/1/2020;01:00;43838 01:00-02:00;333;4439;45;197;-3119;4050;704;51810;0;224;5464;64147
8/1/2020;02:00;43838 02:00-03:00;333;4401;46;198;-3114;3887;609;51120;0;222;5593;63295
8/1/2020;03:00;43838 03:00-04:00;334;4322;45;201;-3235;3781;513;49726;0;218;5468;61373
8/1/2020;04:00;43838 04:00-05:00;333;4427;45;201;-3424;3777;493;50202;0;217;5256;61527
8/1/2020;05:00;43838 05:00-06:00;333;4879;45;200;-3182;3944;709;51295;0;219;4981;63423
8/1/2020;06:00;43838 06:00-07:00;333;6788;45;200;-2021;4310;1155;52804;0;218;4807;68639
8/1/2020;07:00;43838 07:00-08:00;332;7967;45;201;-80;4954;2454;52895;0;220;4556;73544
8/1/2020;08:00;43838 08:00-09:00;332;8317;45;201;710;5490;3236;53214;204;220;4253;76222
8/1/2020;09:00;43838 09:00-10:00;331;8311;45;200;1133;5695;3254;53013;692;219;3936;76829
8/1/2020;10:00;43838 10:00-11:00;332;8341;45;201;1267;5831;3232;52533;1661;218;3606;77267
8/1/2020;11:00;43838 11:00-12:00;336;8283;45;201;1167;5825;3605;52172;2319;218;3278;77449
8/1/2020;12:00;43838 12:00-13:00;348;8272;46;201;1406;5852;4032;52179;2622;219;3327;78504
8/1/2020;13:00;43838 13:00-14:00;345;8245;46;201;1503;5567;4217;52080;2650;218;3166;78238
8/1/2020;14:00;43838 14:00-15:00;344;8259;46;201;1390;5490;4023;51646;2342;216;2826;76783
8/1/2020;15:00;43838 15:00-16:00;344;8343;46;201;1976;5666;3862;51566;1645;215;2638;76502
8/1/2020;16:00;43838 16:00-17:00;345;8385;46;201;2079;5964;4675;51554;677;218;2600;76744
8/1/2020;17:00;43838 17:00-18:00;349;8386;55;201;1769;6410;4626;51557;173;221;2636;76383
8/1/2020;18:00;43838 18:00-19:00;351;8356;56;201;1592;6808;4535;52113;0;220;2647;76879
8/1/2020;19:00;43838 19:00-20:00;350;8428;56;200;1804;6693;4818;52751;0;220;2902;78222
8/1/2020;20:00;43838 20:00-21:00;350;8270;56;200;1330;6419;3584;52686;0;220;3307;76422
8/1/2020;21:00;43838 21:00-22:00;349;7928;56;200;977;5938;2797;52110;0;222;3921;74498
8/1/2020;22:00;43838 22:00-23:00;348;7574;56;200;1326;5759;3319;49420;0;225;4456;72683
8/1/2020;23:00;43838 23:00-24:00;349;7619;56;200;1286;5418;3021;47679;0;223;5061;70912
9/1/2020;00:00;43839 00:00-01:00;349;6599;56;202;421;5036;2023;47605;0;223;5676;68190
9/1/2020;01:00;43839 01:00-02:00;349;6073;56;200;-50;4415;1440;47518;0;222;6142;66365
9/1/2020;02:00;43839 02:00-03:00;349;6104;56;200;-940;4038;2042;47624;0;222;6569;66264
9/1/2020;03:00;43839 03:00-04:00;353;5838;57;201;-2560;3896;1175;47190;0;221;7281;63652
9/1/2020;04:00;43839 04:00-05:00;355;5904;56;201;-3249;3919;1819;47596;0;221;7949;64771
9/1/2020;05:00;43839 05:00-06:00;354;5674;56;201;-3270;3958;841;47424;0;220;8444;63902
9/1/2020;06:00;43839 06:00-07:00;355;5895;56;203;-1511;4415;1458;47699;0;218;8678;67466
9/1/2020;07:00;43839 07:00-08:00;355;6386;56;203;1390;5167;4161;47208;0;219;8975;74120
9/1/2020;08:00;43839 08:00-09:00;358;5899;56;202;2071;5779;4870;46325;182;219;9298;75259
9/1/2020;09:00;43839 09:00-10:00;357;5857;56;203;1874;6067;5095;46178;754;220;9395;76056
9/1/2020;10:00;43839 10:00-11:00;357;5740;57;203;1377;6090;4318;45730;1820;221;9441;75354
9/1/2020;11:00;43839 11:00-12:00;357;5667;57;202;684;5759;3372;45726;2765;219;9481;74289
9/1/2020;12:00;43839 12:00-13:00;357;5526;56;203;198;5241;2251;45546;3212;219;9538;72347
9/1/2020;13:00;43839 13:00-14:00;356;5608;56;202;479;4966;2263;45603;3171;217;9343;72264
9/1/2020;14:00;43839 14:00-15:00;356;5548;57;203;1294;4865;3590;44399;2659;217;9097;72285
9/1/2020;15:00;43839 15:00-16:00;356;5506;57;203;729;4969;2791;44166;1699;214;9038;69728
9/1/2020;16:00;43839 16:00-17:00;357;5455;57;203;422;5091;2855;44247;557;217;9289;68750
9/1/2020;17:00;43839 17:00-18:00;356;5435;56;203;501;5325;3529;44301;137;203;9522;69568
9/1/2020;18:00;43839 18:00-19:00;356;5529;56;203;1233;5778;4835;44503;0;216;9922;72631
9/1/2020;19:00;43839 19:00-20:00;357;5496;56;203;1019;6035;4921;44502;0;219;10321;73129
9/1/2020;20:00;43839 20:00-21:00;358;5269;56;203;100;5746;4016;44492;0;217;10252;70709
9/1/2020;21:00;43839 21:00-22:00;353;4962;56;203;-1517;5325;3237;44618;0;220;10160;67617
9/1/2020;22:00;43839 22:00-23:00;357;5020;56;202;-1790;5126;4002;45607;0;222;9632;68434
9/1/2020;23:00;43839 23:00-24:00;356;4853;56;202;-789;4794;3002;47540;0;222;9296;69532
10/1/2020;00:00;43840 00:00-01:00;356;4777;57;202;-2006;4439;1693;48637;0;222;9073;67450
10/1/2020;01:00;43840 01:00-02:00;355;4823;57;203;-3015;4079;1837;48312;0;223;8435;65309
10/1/2020;02:00;43840 02:00-03:00;357;4526;57;202;-2494;3780;1114;47956;0;222;8159;63879
10/1/2020;03:00;43840 03:00-04:00;358;4393;57;202;-2541;3611;1266;47949;0;222;7832;63349
10/1/2020;04:00;43840 04:00-05:00;356;4390;57;203;-2267;3592;1266;48017;0;223;7596;63433
10/1/2020;05:00;43840 05:00-06:00;355;4436;57;203;-2370;3669;1827;48318;0;213;7286;63994
10/1/2020;06:00;43840 06:00-07:00;354;5131;57;203;-1616;4052;1955;48549;0;210;7119;66014
10/1/2020;07:00;43840 07:00-08:00;354;6986;57;203;-369;4566;2749;48487;0;216;6903;70152
10/1/2020;08:00;43840 08:00-09:00;353;7262;57;203;867;5207;3717;48750;151;219;6821;73607
10/1/2020;09:00;43840 09:00-10:00;342;7304;57;203;1312;5644;4333;49193;409;219;6204;75220
10/1/2020;10:00;43840 10:00-11:00;342;7312;57;203;1525;5581;3954;49165;1052;218;5454;74863
10/1/2020;11:00;43840 11:00-12:00;342;7238;57;203;1260;5543;3205;49511;1776;219;5209;74563
10/1/2020;12:00;43840 12:00-13:00;337;7205;57;203;1433;5308;2807;49767;2073;202;5052;74444
10/1/2020;13:00;43840 13:00-14:00;337;7174;57;203;1459;5206;2917;49889;2131;217;4632;74222
10/1/2020;14:00;43840 14:00-15:00;337;7170;57;203;1106;5132;3680;49949;1751;221;3863;73469
10/1/2020;15:00;43840 15:00-16:00;336;7144;57;203;494;5095;3347;49865;1224;221;3042;71028
10/1/2020;16:00;43840 16:00-17:00;336;7116;57;203;442;5177;2612;49907;538;222;2464;69074
10/1/2020;17:00;43840 17:00-18:00;336;7243;57;203;1076;5639;3453;49896;170;221;2238;70532
10/1/2020;18:00;43840 18:00-19:00;333;7243;57;203;1617;6307;4688;49874;0;221;2139;72682
10/1/2020;19:00;43840 19:00-20:00;331;7260;57;202;1510;6363;3984;50244;0;222;2033;72206
10/1/2020;20:00;43840 20:00-21:00;335;7232;57;202;1175;6106;3464;51056;0;221;1750;71598
10/1/2020;21:00;43840 21:00-22:00;335;6953;57;202;890;5719;3437;51480;0;221;1735;71029
10/1/2020;22:00;43840 22:00-23:00;335;6872;57;202;394;5320;2856;51867;0;221;1790;69914
10/1/2020;23:00;43840 23:00-24:00;335;6983;57;202;249;5045;1817;51763;0;223;1763;68437
11/1/2020;00:00;43841 00:00-01:00;351;5968;13;202;-323;4487;1716;52082;0;221;1785;66502
11/1/2020;01:00;43841 01:00-02:00;350;5678;13;203;-1254;4079;1128;51821;0;221;1909;64148
11/1/2020;02:00;43841 02:00-03:00;349;5363;13;202;-1896;3778;864;51807;0;223;2100;62803
11/1/2020;03:00;43841 03:00-04:00;351;4780;13;203;-2488;3551;815;51717;0;223;2271;61436
11/1/2020;04:00;43841 04:00-05:00;351;4522;13;203;-2947;3403;894;51918;0;222;2452;61031
11/1/2020;05:00;43841 05:00-06:00;350;4429;13;202;-2825;3402;787;51631;0;222;2674;60885
11/1/2020;06:00;43841 06:00-07:00;352;4486;13;203;-2370;3563;626;51645;0;220;2904;61642
11/1/2020;07:00;43841 07:00-08:00;351;5121;13;203;-1298;3952;1003;52102;0;220;3228;64895
11/1/2020;08:00;43841 08:00-09:00;352;5249;13;203;-868;4243;1525;52548;210;220;3522;67217
11/1/2020;09:00;43841 09:00-10:00;342;5580;13;203;792;4486;1751;52852;864;220;3853;70956
11/1/2020;10:00;43841 10:00-11:00;339;5594;13;202;589;4503;1654;52623;2189;219;3918;71843
11/1/2020;11:00;43841 11:00-12:00;340;5552;13;203;451;4558;1591;52711;3261;220;3750;72650
11/1/2020;12:00;43841 12:00-13:00;335;5556;13;203;458;4463;1553;53045;3775;221;3751;73373
11/1/2020;13:00;43841 13:00-14:00;333;5561;13;203;312;4219;1042;53195;3766;220;3781;72645
11/1/2020;14:00;43841 14:00-15:00;335;5334;13;203;-459;3956;1031;52796;3255;220;3718;70402
11/1/2020;15:00;43841 15:00-16:00;335;5568;14;203;-227;3938;1157;51923;2216;220;3418;68765
11/1/2020;16:00;43841 16:00-17:00;334;5794;14;203;41;3818;870;52166;866;221;3183;67510
11/1/2020;17:00;43841 17:00-18:00;334;6011;13;203;541;4131;2601;52673;184;221;3272;70184
11/1/2020;18:00;43841 18:00-19:00;333;5919;13;203;1025;4793;3475;53138;0;222;3594;72715
11/1/2020;19:00;43841 19:00-20:00;333;5881;13;202;866;4954;3261;53361;0;221;3937;73029
11/1/2020;20:00;43841 20:00-21:00;334;5895;13;202;-386;4618;2315;53254;0;221;4085;70551
11/1/2020;21:00;43841 21:00-22:00;333;5531;13;202;-1264;4197;1331;53052;0;220;4175;67790
